Geography,Question Code,Question Text,Response Category,Response Variable,Gender,Value
Peru,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Does not fully cover own expenses,b3_dependent,combined,46.00
Uruguay,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Does not fully cover own expenses,b3_dependent,male,32.00
Uruguay,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Does not fully cover own expenses,b3_dependent,female,51.00
Uruguay,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Does not fully cover own expenses,b3_dependent,combined,44.00
Mexico,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,69.00
Mexico,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,46.00
Mexico,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,57.00
Argentina,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,64.00
Argentina,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,51.00
Argentina,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,56.00
Bolivia,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,63.00
Bolivia,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,46.00
Bolivia,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,54.00
Brazil,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,66.00
Brazil,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,52.00
Brazil,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,58.00
Chile,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,67.00
Chile,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,47.00
Chile,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,56.00
Colombia,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,58.00
Colombia,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,43.00
Colombia,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,49.00
Costa Rica,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,65.00
Costa Rica,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,39.00
Costa Rica,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,51.00
Ecuador,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,54.00
Ecuador,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,37.00
Ecuador,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,45.00
El Salvador,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,61.00
El Salvador,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,49.00
El Salvador,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,55.00
Guatemala,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,67.00
Guatemala,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,40.00
Guatemala,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,54.00
Haiti,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,59.00
Haiti,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,55.00
Haiti,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,58.00
Honduras,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,59.00
Honduras,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,40.00
Honduras,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,49.00
Nicaragua,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,64.00
Nicaragua,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,44.00
Nicaragua,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,54.00
Panama,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,71.00
Panama,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,46.00
Panama,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,58.00
Paraguay,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,68.00
Paraguay,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,52.00
Paraguay,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,59.00
Peru,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,65.00
Peru,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,42.00
Peru,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,54.00
Uruguay,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,male,68.00
Uruguay,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,female,49.00
Uruguay,B.3,"During the last 12 months, which of the following -most closely- reflects your current financial situation?",Fully cover own expenses or fully covers their own expenses and others expenses,b3_fullyindependent,combined,56.00
Mexico,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,27.00
Mexico,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,18.00
Mexico,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,22.00
Mexico,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,18.00
Mexico,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,15.00
Mexico,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,16.00
Mexico,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,55.00
Mexico,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,67.00
Mexico,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,62.00
Argentina,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,27.00
Argentina,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,16.00
Argentina,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,20.00
Argentina,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,13.00
Argentina,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,12.00
Argentina,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,12.00
Argentina,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,60.00
Argentina,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,73.00
Argentina,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,68.00
Bolivia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,29.00
Bolivia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,23.00
Bolivia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,26.00
Bolivia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,19.00
Bolivia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,17.00
Bolivia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,18.00
Bolivia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,52.00
Bolivia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,61.00
Bolivia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,56.00
Brazil,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,25.00
Brazil,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,16.00
Brazil,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,20.00
Brazil,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,13.00
Brazil,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,14.00
Brazil,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,14.00
Brazil,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,62.00
Brazil,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,69.00
Brazil,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,66.00
Chile,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,22.00
Chile,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,11.00
Chile,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,15.00
Chile,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,15.00
Chile,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,10.00
Chile,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,12.00
Chile,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,63.00
Chile,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,80.00
Chile,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,73.00
Colombia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,27.00
Colombia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,16.00
Colombia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,21.00
Colombia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,14.00
Colombia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,13.00
Colombia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,13.00
Colombia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,59.00
Colombia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,71.00
Colombia,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,66.00
Costa Rica,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,20.00
Costa Rica,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,14.00
Costa Rica,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,16.00
Costa Rica,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,9.00
Costa Rica,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,10.00
Costa Rica,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,9.00
Costa Rica,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,72.00
Costa Rica,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,76.00
Costa Rica,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,74.00
Ecuador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,37.00
Ecuador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,23.00
Ecuador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,30.00
Ecuador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,15.00
Ecuador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,14.00
Ecuador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,15.00
Ecuador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,48.00
Ecuador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,62.00
Ecuador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,55.00
El Salvador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,25.00
El Salvador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,19.00
El Salvador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,22.00
El Salvador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,16.00
El Salvador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,13.00
El Salvador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,14.00
El Salvador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,59.00
El Salvador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,67.00
El Salvador,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,63.00
Guatemala,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,36.00
Guatemala,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,26.00
Guatemala,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,31.00
Guatemala,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,16.00
Guatemala,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,18.00
Guatemala,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,17.00
Guatemala,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,48.00
Guatemala,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,57.00
Guatemala,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,52.00
Haiti,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,59.00
Haiti,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,49.00
Haiti,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,55.00
Haiti,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,11.00
Haiti,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,11.00
Haiti,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,11.00
Haiti,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,31.00
Haiti,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,41.00
Haiti,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,34.00
Honduras,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,40.00
Honduras,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,33.00
Honduras,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,36.00
Honduras,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,16.00
Honduras,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,15.00
Honduras,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,15.00
Honduras,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,44.00
Honduras,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,52.00
Honduras,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,48.00
Nicaragua,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,30.00
Nicaragua,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,22.00
Nicaragua,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,26.00
Nicaragua,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,12.00
Nicaragua,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,14.00
Nicaragua,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,13.00
Nicaragua,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,58.00
Nicaragua,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,65.00
Nicaragua,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,combined,61.00
Panama,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,male,30.00
Panama,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,female,20.00
Panama,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Agree/Agree,b4_agree,combined,25.00
Panama,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,male,13.00
Panama,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,female,14.00
Panama,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Neutral,b4_neutral,combined,14.00
Panama,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,male,57.00
Panama,B.4,"How much do you agree or disagree with the following statement, “Household expenses are the responsibility of the man, even if his wife can help him?""",Strongly Disagree/Disagree,b4_disagree,female,66.00
